review_id,app,rating,review_text
rv0534,SleepWell,2,"Price doubled this year, the sleep diary is not worth 12 euro a month."
rv0535,FocusFlow,2,"Everything useful is behind a subscription, the free mood chart is a demo at best."
rv0536,MoodLog,5,Been using it for 8 months and the journal keeps me coming back.
rv0537,CalmMind,3,"Love the mood chart, hate the notifications, still deciding overall."
rv0538,SleepWell,1,Why does a sleep app need my location and contacts? Deleted it.
rv0539,FocusFlow,3,"Decent wellbeing app, the focus timer is clever, everything else is average."
rv0540,StudyPace,5,"Simple, calm design and the habit tracker is the best I have tried."
rv0541,SleepWell,5,Been using it for 4 months and the reminder system keeps me coming back.
rv0542,StudyPace,3,"Love the mood chart, hate the notifications, still deciding overall."
rv0543,MoodLog,2,The statistics page lost all my data twice this month.
rv0544,FocusFlow,5,"Five stars, the focus timer works exactly as promised."
rv0545,SleepWell,2,"Price doubled this year, the reminder system is not worth 12 euro a month."
rv0546,FocusFlow,3,"Decent mental health app, the statistics page is clever, everything else is average."
rv0547,FocusFlow,5,"Five stars, the habit tracker works exactly as promised."
rv0548,StudyPace,2,"Crashes every time I open the reminder system, unusable since the last update."
rv0549,CalmMind,1,Great idea but the journal freezes on my phone daily.
rv0550,StudyPace,3,"Decent productivity app, the focus timer is clever, everything else is average."
rv0551,SleepWell,2,Great idea but the focus timer freezes on my phone daily.
rv0552,StudyPace,2,"Crashes every time I open the sleep diary, unusable since the last update."
rv0553,FocusFlow,5,"Simple, calm design and the habit tracker is the best I have tried."
rv0554,MoodLog,1,Why does a mental health app need my location and contacts? Deleted it.
rv0555,StudyPace,3,"Works well on good days, the statistics page is confusing on bad ones."
rv0556,StudyPace,3,"Decent sleep app, the sleep diary is clever, everything else is average."
rv0557,MoodLog,5,"This app genuinely changed my daily routine, the journal is excellent."
rv0558,FocusFlow,3,"Decent productivity app, the statistics page is clever, everything else is average."
rv0559,CalmMind,5,"This app genuinely changed my daily routine, the statistics page is excellent."
rv0560,CalmMind,3,"Works well on good days, the habit tracker is confusing on bad ones."
rv0561,MoodLog,1,"Bait and switch, features that were free moved into premium."
rv0562,FocusFlow,4,Been using it for 2 months and the focus timer keeps me coming back.
rv0563,SleepWell,3,Better than CalmMind but the reminder system still needs work.
rv0564,HabitHero,2,"Price doubled this year, the journal is not worth 12 euro a month."
rv0565,MoodLog,2,"The streak pressure from the sleep diary made my stress worse, not better."
rv0566,CalmMind,1,"Found out it shares usage data with advertisers, disgraceful for a wellbeing app."
rv0567,FocusFlow,1,"The privacy policy changed silently, now everything in the statistics page is collected."
rv0568,CalmMind,2,"Bait and switch, features that were free moved into premium."
rv0569,StudyPace,4,"Simple, calm design and the sleep diary is the best I have tried."
rv0570,CalmMind,5,"Five stars, the mood chart works exactly as promised."
rv0571,HabitHero,4,Been using it for 6 months and the reminder system keeps me coming back.
rv0572,HabitHero,3,"Love the breathing exercise, hate the notifications, still deciding overall."
rv0573,StudyPace,3,"Love the mood chart, hate the notifications, still deciding overall."
rv0574,FocusFlow,1,"Constant sync errors in the sleep diary, support never replies."
rv0575,SleepWell,2,"Bait and switch, features that were free moved into premium."
rv0576,CalmMind,1,No way to use the focus timer without creating an account and handing over my data.
rv0577,FocusFlow,1,"Crashes every time I open the focus timer, unusable since the last update."
rv0578,StudyPace,2,Great idea but the mood chart freezes on my phone daily.
rv0579,HabitHero,5,"Simple, calm design and the sleep diary is the best I have tried."
rv0580,SleepWell,3,"Love the mood chart, hate the notifications, still deciding overall."
rv0581,MoodLog,1,"Constant sync errors in the journal, support never replies."
rv0582,SleepWell,1,"Everything useful is behind a subscription, the free focus timer is a demo at best."
rv0583,HabitHero,1,"Price doubled this year, the sleep diary is not worth 12 euro a month."
rv0584,MoodLog,3,"Love the sleep diary, hate the notifications, still deciding overall."
rv0585,HabitHero,3,"Decent sleep app, the reminder system is clever, everything else is average."
rv0586,HabitHero,2,"Everything useful is behind a subscription, the free journal is a demo at best."
rv0587,SleepWell,1,The breathing exercise lost all my data twice this month.
rv0588,HabitHero,2,"Feels pseudo-scientific, the journal promises results no app can deliver."
rv0589,SleepWell,3,Better than MoodLog but the reminder system still needs work.
rv0590,FocusFlow,1,"Everything useful is behind a subscription, the free mood chart is a demo at best."
rv0591,MoodLog,2,"Bait and switch, features that were free moved into premium."
rv0592,MoodLog,2,The breathing exercise gives advice that my therapist says is questionable.
rv0593,HabitHero,5,"Simple, calm design and the breathing exercise is the best I have tried."
rv0594,FocusFlow,1,"Crashes every time I open the sleep diary, unusable since the last update."
rv0595,MoodLog,1,"The privacy policy changed silently, now everything in the statistics page is collected."
rv0596,FocusFlow,2,"Feels pseudo-scientific, the statistics page promises results no app can deliver."
rv0597,SleepWell,3,"Love the reminder system, hate the notifications, still deciding overall."
rv0598,HabitHero,3,"Works well on good days, the statistics page is confusing on bad ones."
rv0599,FocusFlow,1,"Found out it shares usage data with advertisers, disgraceful for a productivity app."
rv0600,StudyPace,1,The breathing exercise lost all my data twice this month.
rv0601,FocusFlow,1,"Found out it shares usage data with advertisers, disgraceful for a mental health app."
rv0602,MoodLog,1,No way to use the journal without creating an account and handing over my data.
rv0603,SleepWell,1,"Found out it shares usage data with advertisers, disgraceful for a sleep app."
rv0604,CalmMind,5,"Simple, calm design and the sleep diary is the best I have tried."
rv0605,MoodLog,1,"Crashes every time I open the mood chart, unusable since the last update."
rv0606,StudyPace,3,Better than SleepWell but the statistics page still needs work.
rv0607,MoodLog,2,"Constant sync errors in the habit tracker, support never replies."
rv0608,SleepWell,5,"Simple, calm design and the sleep diary is the best I have tried."
rv0609,SleepWell,3,"Love the sleep diary, hate the notifications, still deciding overall."
rv0610,MoodLog,1,"Feels pseudo-scientific, the focus timer promises results no app can deliver."
rv0611,FocusFlow,3,"Works well on good days, the journal is confusing on bad ones."
rv0612,SleepWell,4,Been using it for 4 months and the habit tracker keeps me coming back.
rv0613,SleepWell,1,"Found out it shares usage data with advertisers, disgraceful for a mental health app."
rv0614,MoodLog,3,"Decent wellbeing app, the statistics page is clever, everything else is average."
rv0615,HabitHero,3,Better than CalmMind but the reminder system still needs work.
rv0616,CalmMind,3,The focus timer gives advice that my therapist says is questionable.
rv0617,FocusFlow,2,"Everything useful is behind a subscription, the free habit tracker is a demo at best."
rv0618,FocusFlow,3,"Feels pseudo-scientific, the focus timer promises results no app can deliver."
rv0619,CalmMind,3,"Love the sleep diary, hate the notifications, still deciding overall."
rv0620,StudyPace,2,Ads interrupt the mood chart constantly unless you pay.
rv0621,CalmMind,2,"Feels pseudo-scientific, the mood chart promises results no app can deliver."
rv0622,StudyPace,2,"Constant sync errors in the breathing exercise, support never replies."
rv0623,CalmMind,1,"Found out it shares usage data with advertisers, disgraceful for a wellbeing app."
rv0624,StudyPace,5,Been using it for 2 months and the journal keeps me coming back.
rv0625,HabitHero,1,The reminder system lost all my data twice this month.
rv0626,SleepWell,3,"Love the focus timer, hate the notifications, still deciding overall."
rv0627,SleepWell,1,"Constant sync errors in the statistics page, support never replies."
rv0628,StudyPace,1,"Price doubled this year, the habit tracker is not worth 12 euro a month."
rv0629,FocusFlow,1,"Crashes every time I open the journal, unusable since the last update."
rv0630,StudyPace,1,Why does a mental health app need my location and contacts? Deleted it.
rv0631,FocusFlow,5,"This app genuinely changed my daily routine, the focus timer is excellent."
rv0632,StudyPace,3,"Love the breathing exercise, hate the notifications, still deciding overall."
rv0633,CalmMind,5,"Five stars, the habit tracker works exactly as promised."
rv0634,CalmMind,5,"Five stars, the sleep diary works exactly as promised."
rv0635,SleepWell,3,"Works well on good days, the reminder system is confusing on bad ones."
rv0636,CalmMind,4,"Simple, calm design and the breathing exercise is the best I have tried."
rv0637,StudyPace,1,"The streak pressure from the breathing exercise made my stress worse, not better."
rv0638,HabitHero,2,Ads interrupt the statistics page constantly unless you pay.
rv0639,SleepWell,1,"Found out it shares usage data with advertisers, disgraceful for a productivity app."
rv0640,MoodLog,2,"Crashes every time I open the focus timer, unusable since the last update."
rv0641,FocusFlow,4,"Five stars, the mood chart works exactly as promised."
rv0642,HabitHero,5,"This app genuinely changed my daily routine, the habit tracker is excellent."
rv0643,StudyPace,5,"This app genuinely changed my daily routine, the breathing exercise is excellent."
rv0644,FocusFlow,1,"The privacy policy changed silently, now everything in the statistics page is collected."
rv0645,FocusFlow,2,The statistics page gives advice that my therapist says is questionable.
rv0646,SleepWell,5,"Simple, calm design and the breathing exercise is the best I have tried."
rv0647,CalmMind,3,"Works well on good days, the reminder system is confusing on bad ones."
rv0648,MoodLog,3,"Decent sleep app, the statistics page is clever, everything else is average."
rv0649,CalmMind,3,"Works well on good days, the sleep diary is confusing on bad ones."
rv0650,CalmMind,3,The focus timer gives advice that my therapist says is questionable.
rv0651,CalmMind,1,Why does a wellbeing app need my location and contacts? Deleted it.
rv0652,SleepWell,1,"Found out it shares usage data with advertisers, disgraceful for a wellbeing app."
rv0653,MoodLog,1,"Crashes every time I open the habit tracker, unusable since the last update."
rv0654,StudyPace,5,"Simple, calm design and the journal is the best I have tried."
rv0655,MoodLog,5,"This app genuinely changed my daily routine, the statistics page is excellent."
rv0656,CalmMind,2,"Price doubled this year, the sleep diary is not worth 12 euro a month."
rv0657,StudyPace,5,Been using it for 8 months and the journal keeps me coming back.
rv0658,MoodLog,4,"Five stars, the breathing exercise works exactly as promised."
rv0659,CalmMind,3,"Works well on good days, the focus timer is confusing on bad ones."
rv0660,SleepWell,5,Been using it for 6 months and the journal keeps me coming back.
rv0661,CalmMind,1,"The privacy policy changed silently, now everything in the sleep diary is collected."
rv0662,SleepWell,4,Been using it for 3 months and the sleep diary keeps me coming back.
rv0663,FocusFlow,1,"Found out it shares usage data with advertisers, disgraceful for a mental health app."
rv0664,StudyPace,5,"Five stars, the reminder system works exactly as promised."
rv0665,SleepWell,1,"Bait and switch, features that were free moved into premium."
rv0666,MoodLog,3,"Love the breathing exercise, hate the notifications, still deciding overall."
rv0667,HabitHero,1,The breathing exercise lost all my data twice this month.
rv0668,HabitHero,1,The focus timer lost all my data twice this month.
rv0669,FocusFlow,2,"Price doubled this year, the mood chart is not worth 12 euro a month."
rv0670,HabitHero,5,Been using it for 6 months and the mood chart keeps me coming back.
rv0671,HabitHero,1,"Crashes every time I open the journal, unusable since the last update."
rv0672,MoodLog,2,"Price doubled this year, the journal is not worth 12 euro a month."
rv0673,MoodLog,1,"The privacy policy changed silently, now everything in the focus timer is collected."
rv0674,HabitHero,1,Great idea but the reminder system freezes on my phone daily.
rv0675,FocusFlow,1,"Constant sync errors in the habit tracker, support never replies."
rv0676,FocusFlow,2,"The streak pressure from the statistics page made my stress worse, not better."
rv0677,HabitHero,3,"Love the breathing exercise, hate the notifications, still deciding overall."
rv0678,FocusFlow,5,"Simple, calm design and the mood chart is the best I have tried."
rv0679,MoodLog,5,"Simple, calm design and the mood chart is the best I have tried."
rv0680,CalmMind,2,The habit tracker gives advice that my therapist says is questionable.
rv0681,SleepWell,1,Ads interrupt the statistics page constantly unless you pay.
rv0682,HabitHero,1,Why does a mental health app need my location and contacts? Deleted it.
rv0683,SleepWell,3,"Love the reminder system, hate the notifications, still deciding overall."
rv0684,CalmMind,1,"Found out it shares usage data with advertisers, disgraceful for a wellbeing app."
rv0685,StudyPace,2,"Crashes every time I open the focus timer, unusable since the last update."
rv0686,SleepWell,2,"Feels pseudo-scientific, the reminder system promises results no app can deliver."
rv0687,MoodLog,1,"The streak pressure from the reminder system made my stress worse, not better."
rv0688,SleepWell,2,"Everything useful is behind a subscription, the free statistics page is a demo at best."
rv0689,CalmMind,1,"Price doubled this year, the journal is not worth 12 euro a month."
rv0690,CalmMind,1,The focus timer lost all my data twice this month.
rv0691,CalmMind,4,"Simple, calm design and the statistics page is the best I have tried."
rv0692,FocusFlow,1,"The privacy policy changed silently, now everything in the habit tracker is collected."
rv0693,SleepWell,2,"Price doubled this year, the breathing exercise is not worth 12 euro a month."
rv0694,FocusFlow,2,The sleep diary lost all my data twice this month.
rv0695,StudyPace,3,"Love the sleep diary, hate the notifications, still deciding overall."
rv0696,SleepWell,3,"Works well on good days, the reminder system is confusing on bad ones."
rv0697,CalmMind,5,"This app genuinely changed my daily routine, the breathing exercise is excellent."
rv0698,FocusFlow,1,"Crashes every time I open the statistics page, unusable since the last update."
rv0699,StudyPace,1,Ads interrupt the statistics page constantly unless you pay.
rv0700,MoodLog,1,Why does a wellbeing app need my location and contacts? Deleted it.
rv0701,FocusFlow,3,"Works well on good days, the sleep diary is confusing on bad ones."
rv0702,MoodLog,3,"Decent sleep app, the mood chart is clever, everything else is average."
rv0703,FocusFlow,3,"Decent mental health app, the mood chart is clever, everything else is average."
rv0704,HabitHero,1,"Price doubled this year, the habit tracker is not worth 12 euro a month."
rv0705,FocusFlow,2,Ads interrupt the breathing exercise constantly unless you pay.
rv0706,CalmMind,2,Great idea but the journal freezes on my phone daily.
rv0707,FocusFlow,3,"Love the statistics page, hate the notifications, still deciding overall."
rv0708,CalmMind,2,Ads interrupt the breathing exercise constantly unless you pay.
rv0709,MoodLog,2,"Bait and switch, features that were free moved into premium."
rv0710,SleepWell,3,Better than CalmMind but the mood chart still needs work.
rv0711,CalmMind,2,Claims the reminder system reduces anxiety but nothing changed for me in 6 months.
rv0712,FocusFlow,1,"Price doubled this year, the focus timer is not worth 12 euro a month."
rv0713,StudyPace,5,Been using it for 6 months and the habit tracker keeps me coming back.
rv0714,StudyPace,1,Why does a mental health app need my location and contacts? Deleted it.
rv0715,FocusFlow,2,Ads interrupt the journal constantly unless you pay.
rv0716,MoodLog,1,Why does a sleep app need my location and contacts? Deleted it.
rv0717,HabitHero,2,Claims the sleep diary reduces anxiety but nothing changed for me in 8 months.
rv0718,HabitHero,5,"This app genuinely changed my daily routine, the mood chart is excellent."
rv0719,HabitHero,1,No way to use the breathing exercise without creating an account and handing over my data.
rv0720,StudyPace,1,Great idea but the habit tracker freezes on my phone daily.
rv0721,SleepWell,2,Ads interrupt the statistics page constantly unless you pay.
rv0722,SleepWell,1,Ads interrupt the focus timer constantly unless you pay.
rv0723,SleepWell,1,No way to use the statistics page without creating an account and handing over my data.
rv0724,CalmMind,2,"Price doubled this year, the habit tracker is not worth 12 euro a month."
rv0725,StudyPace,3,"Decent mental health app, the reminder system is clever, everything else is average."
rv0726,MoodLog,1,Why does a wellbeing app need my location and contacts? Deleted it.
rv0727,HabitHero,2,The statistics page gives advice that my therapist says is questionable.
rv0728,HabitHero,1,"Crashes every time I open the journal, unusable since the last update."
rv0729,MoodLog,1,Ads interrupt the breathing exercise constantly unless you pay.
rv0730,CalmMind,5,"This app genuinely changed my daily routine, the focus timer is excellent."
rv0731,SleepWell,1,"Price doubled this year, the journal is not worth 12 euro a month."
rv0732,StudyPace,5,"Five stars, the journal works exactly as promised."
rv0733,HabitHero,1,"The privacy policy changed silently, now everything in the statistics page is collected."
rv0734,StudyPace,2,Ads interrupt the journal constantly unless you pay.
rv0735,MoodLog,4,"Simple, calm design and the focus timer is the best I have tried."
rv0736,StudyPace,1,The statistics page gives advice that my therapist says is questionable.
rv0737,MoodLog,2,Ads interrupt the mood chart constantly unless you pay.
rv0738,HabitHero,2,"Crashes every time I open the focus timer, unusable since the last update."
rv0739,MoodLog,1,Ads interrupt the breathing exercise constantly unless you pay.
rv0740,StudyPace,1,No way to use the journal without creating an account and handing over my data.
rv0741,FocusFlow,1,"Found out it shares usage data with advertisers, disgraceful for a productivity app."
rv0742,MoodLog,1,"Found out it shares usage data with advertisers, disgraceful for a sleep app."
rv0743,FocusFlow,2,"Bait and switch, features that were free moved into premium."
rv0744,HabitHero,1,"The streak pressure from the mood chart made my stress worse, not better."
rv0745,MoodLog,3,"Love the habit tracker, hate the notifications, still deciding overall."
rv0746,StudyPace,5,"Five stars, the mood chart works exactly as promised."
rv0747,SleepWell,2,"Price doubled this year, the mood chart is not worth 12 euro a month."
rv0748,StudyPace,3,Better than MoodLog but the mood chart still needs work.
rv0749,HabitHero,3,"Works well on good days, the journal is confusing on bad ones."
rv0750,HabitHero,1,Great idea but the statistics page freezes on my phone daily.
rv0751,StudyPace,1,Why does a sleep app need my location and contacts? Deleted it.
rv0752,FocusFlow,1,"The privacy policy changed silently, now everything in the focus timer is collected."
rv0753,MoodLog,2,Claims the reminder system reduces anxiety but nothing changed for me in 2 months.
rv0754,HabitHero,3,"Love the reminder system, hate the notifications, still deciding overall."
rv0755,StudyPace,2,Ads interrupt the habit tracker constantly unless you pay.
rv0756,MoodLog,3,"Works well on good days, the focus timer is confusing on bad ones."
rv0757,HabitHero,1,Great idea but the mood chart freezes on my phone daily.
rv0758,MoodLog,3,"Feels pseudo-scientific, the breathing exercise promises results no app can deliver."
rv0759,MoodLog,5,"This app genuinely changed my daily routine, the reminder system is excellent."
rv0760,MoodLog,1,"Everything useful is behind a subscription, the free statistics page is a demo at best."
rv0761,SleepWell,2,Great idea but the focus timer freezes on my phone daily.
rv0762,HabitHero,1,Why does a productivity app need my location and contacts? Deleted it.
rv0763,StudyPace,1,"Crashes every time I open the sleep diary, unusable since the last update."
rv0764,HabitHero,3,"Feels pseudo-scientific, the reminder system promises results no app can deliver."
rv0765,StudyPace,5,"Five stars, the statistics page works exactly as promised."
rv0766,SleepWell,1,No way to use the mood chart without creating an account and handing over my data.
rv0767,StudyPace,3,"Love the statistics page, hate the notifications, still deciding overall."
rv0768,SleepWell,1,No way to use the journal without creating an account and handing over my data.
rv0769,HabitHero,5,"Five stars, the habit tracker works exactly as promised."
rv0770,HabitHero,1,"Price doubled this year, the statistics page is not worth 12 euro a month."
rv0771,FocusFlow,4,"Five stars, the breathing exercise works exactly as promised."
rv0772,HabitHero,2,Great idea but the habit tracker freezes on my phone daily.
rv0773,StudyPace,3,"Feels pseudo-scientific, the habit tracker promises results no app can deliver."
rv0774,SleepWell,3,"Decent wellbeing app, the focus timer is clever, everything else is average."
rv0775,HabitHero,3,"Decent mental health app, the journal is clever, everything else is average."
rv0776,StudyPace,4,Been using it for 6 months and the focus timer keeps me coming back.
rv0777,HabitHero,2,Great idea but the breathing exercise freezes on my phone daily.
rv0778,FocusFlow,1,The focus timer gives advice that my therapist says is questionable.
rv0779,SleepWell,1,"Everything useful is behind a subscription, the free statistics page is a demo at best."
rv0780,FocusFlow,3,Better than CalmMind but the breathing exercise still needs work.
rv0781,StudyPace,4,"Five stars, the journal works exactly as promised."
rv0782,MoodLog,3,"Love the habit tracker, hate the notifications, still deciding overall."
rv0783,HabitHero,4,"This app genuinely changed my daily routine, the breathing exercise is excellent."
rv0784,HabitHero,2,"The streak pressure from the sleep diary made my stress worse, not better."
rv0785,SleepWell,2,Claims the focus timer reduces anxiety but nothing changed for me in 6 months.
rv0786,HabitHero,2,"The streak pressure from the reminder system made my stress worse, not better."
rv0787,CalmMind,3,"Decent mental health app, the reminder system is clever, everything else is average."
rv0788,MoodLog,2,Great idea but the breathing exercise freezes on my phone daily.
rv0789,SleepWell,5,Been using it for 6 months and the statistics page keeps me coming back.
rv0790,StudyPace,3,"Works well on good days, the statistics page is confusing on bad ones."
rv0791,StudyPace,1,Great idea but the focus timer freezes on my phone daily.
rv0792,StudyPace,2,The mood chart gives advice that my therapist says is questionable.
rv0793,CalmMind,5,"This app genuinely changed my daily routine, the mood chart is excellent."
rv0794,StudyPace,3,Better than StudyPace but the reminder system still needs work.
rv0795,MoodLog,5,Been using it for 8 months and the focus timer keeps me coming back.
rv0796,CalmMind,2,"Bait and switch, features that were free moved into premium."
rv0797,HabitHero,5,"Simple, calm design and the statistics page is the best I have tried."
rv0798,StudyPace,5,"Simple, calm design and the statistics page is the best I have tried."
rv0799,MoodLog,3,"Works well on good days, the breathing exercise is confusing on bad ones."
rv0800,CalmMind,3,"Love the focus timer, hate the notifications, still deciding overall."
